product_id,product_name,product_category,product_sub_category
4481217c-e359-4c8a-bb8b-26c61929cf66,CozyWeave Thermal Sweater,Clothing,Sweaters
2533fda5-7f3e-4030-9358-e308730de60e,SonicSurround Pro 8000,Home Entertainment,Sound System
57d1ec20-f00a-4a28-91d0-59de9e29d209,EchoWave SB-5000,Home Entertainment,Soundbar
37b8ede5-6820-44a5-962b-77092805e92a,BrewMaster 3000,Appliances,Coffee Maker
3d2a4183-5bb8-4e9b-a9f1-f15184be04ad,StrideMaster Pro 3000,Fitness,Treadmills
c937e2e7-845b-48d5-854f-3906223279e9,FitRun Pro 3000,Fitness,Treadmill
6c94a08a-8790-4d9b-99de-81803341315e,StreamPlus,Subscriptions,Streaming Services
11446411-9d89-40ee-9bfe-e2d71faa9d2d,StreamCrafters,Subscriptions,Online Streaming Service
91784a69-3c6f-4a48-a9b2-0c360ba8d825,SecureMail Pro,Online Services,Email
eb130919-733b-4e2a-8ca8-4815fbd8829a,HarmoniStream,Online Services,Music Streaming
f7080aee-eb4a-49e7-a158-220d253a48df,ShopEase Pro,Online Services,E-commerce Platform
782476b3-c5ee-485b-bba3-9e58e6365ea9,StreamMaster,Online Services,Streaming Services
a830d1c0-56db-4f72-b680-6c68148a0968,SubscriptEase,Online Services,Subscription
37abc432-b9c8-46a7-b310-d2b69dd15785,ShopEase Platform,Online Services,E-commerce
6c886a43-2a7d-4c84-9925-8f387b877cea,StreamHive,Subscription Services,Streaming Platform
e4cd7839-f78c-4f68-a380-7e185715bcf9,StreamWave,Subscription Service,Streaming
df94cacb-d593-4749-9c9d-c3d3de2f7299,StreamMaster Premium,Streaming Service,Monthly Subscription
01648e19-af52-4058-bc2d-55b5ac13e2b5,StreamSphere,Streaming Service,Video Streaming
d6de6a0e-bb03-4a03-91a6-e274e187cef9,Casa Luxe Persian Craft Rug,Home Goods,Rug
59522557-f664-4b3e-aea9-1d5a4376b941,EcoChef Stainless Steel Collection,Home Goods,Cookware Set
792c9ee9-b00a-4ef8-9965-074112f313f2,FrostGuard Elite Refrigerator,Home Goods,Refrigerator
467691d9-5031-4f62-80fa-c664d14fc32a,Contemporary Oak Dining Table,Home & Furniture,Dining Table
ac86426a-60d4-4d59-8ce0-f4871c571ffd,EcoSmart ThermoControl 5000,Home Electronics,Smart Thermostat
7320e5c4-a452-4dae-bc38-a9b7e9fd4720,CineVue 55-Inch Ultra 4K OLED TV,Home Electronics,Television
c671edba-5e29-41f2-8812-e9f78151f82f,Summit All-Weather Jacket,Apparel,Jackets
218ad83c-37ca-45ab-8be5-582f5559097b,PolarGuard Pro Winter Jacket,Apparel,Winter Jacket
563b5268-9468-4676-9ad5-90421185d573,NetCom FastWave AC1900,Networking,Wi-Fi Router
bae682ee-3050-4d0f-813a-ea714d5246fc,LumiGlow Smart Table Lamp,Home Decor,Table Lamps
8e9df3d2-fb2c-4162-a4a9-12f9bd420c05,Modern Elegance Floor Lamp,Home Decor,Floor Lamp
9278c143-3cbb-4de8-96f7-d98932fe958e,ComfyCouch Deluxe,Home Decor,Furniture
9d0a052f-b551-4632-8c80-af255f80fb94,EleganceLine Cushion Covers,Home Decor,Cushion Covers
304223d9-3d75-4889-9df4-e2b59b25b32b,BrownBox Quantum Wave 800 Series,Kitchen Appliances,Microwave Oven
f463a271-e9c6-4441-9cb8-de46c1df1287,BlendMaster 4000,Kitchen Appliances,Blender
4f8adb6d-f28d-43f7-8e06-419bbeab9256,ReadEasy E-Book Platform,Books,E-book
309d760d-3b0a-4937-a35e-791a1369880b,ReadEase Pro 9,Books,E-book Reader
e5cd808a-26e9-4dfb-97bf-1278b8554486,ReadRight E-Book Platform,Books,E-Books
f81cdd22-198d-4342-abc7-741bfeff0891,ReadEase Digital Library,Books,E-Book
040081dc-321d-45ed-aa86-b4275a20f6e7,Whispers in the Wind,Books,Fiction Novel
359efb40-ef57-4c31-b422-6641213bb5c9,LitLink Reader,Books,eBooks
fe8b5286-a963-4ff6-937b-a9476a1b696b,The Last Echo,Books,Novel
ffd9075a-c4e9-45c4-9e63-93ecee3d80e5,Advanced Algebra: Concepts and Applications,Books,Textbook
1594c440-c0b3-45d7-a4dd-3d62983eaffb,BrownBox Ebooks,Books,Ebooks
dbf3555c-841f-4ae4-b137-1846d1e84e00,NetEase Flex Plan,Services,Internet
3725908f-8071-4df3-8b18-2f665e6de41a,SpeedNet UltraFast Fiber,Services,Internet Service
d27be763-0842-4151-a997-4a3b82a99e0b,SubMaster Cloud,Services,Subscription Service
7a31243c-c4c1-4e82-a990-444242d1a318,NetFast Unlimited Plan,Services,Internet Plan
8ab0c4c0-eab8-4bf6-a57a-b1700a14e077,StreamNest,Services,Online Streaming Service
95084d5b-48f6-460b-bcf4-f8d6910fe3d2,CinemaStream Unlimited,Services,Online Streaming Subscription
576cfa18-bd4e-4090-a109-839fac26bfd2,WaveStream UltraConnect,Internet Services,Home Broadband
2886db2f-be9d-4ce6-85a6-1c9234c169d8,LumaGlow Smart Bulb,Home Automation,Smart Light Bulb
24c1b28c-aa9b-4ad3-a8f0-0a814cbd2972,StreamEase,Service,Online Streaming
8014a194-75c0-43db-9bbb-e15c973187c9,EmailSecure Pro,Software,Email Service
5a88412d-8446-4464-b017-ab3860b90741,SecureAccessPro,Software,Online Platform
1447a074-16eb-4723-b537-0819191c8be9,ProjectTrack,Software,Project Management Tool
b8579c5c-947c-4722-a730-dfcf29fec8a4,ProTasker Suite,Software,Productivity Software
b8be4938-c562-469b-96b2-d8702a32c2ba,CineCraft Pro,Software,Video Editing Software
f46a24ba-631b-4732-85ba-58a07b5acd68,StreamMaster Plus,Software,Online Subscription
9b564d71-c538-411d-9c39-034be84a3c70,SkyVault Cloud Storage,Software,Cloud Storage Service
6b44447a-eb59-4693-b0f3-4b67c10a3ad6,DesignMaster Pro,Software,Graphic Design Tool
b1b8e876-6bdc-41c7-88b1-5855c7fa1d50,TaskMaster Pro,Software,Productivity Tool
43bdd12a-f506-4d16-970d-578f4b13969b,CloudSync Pro,Software,Cloud Services
d2047237-7458-4ba0-82a0-cd6c66f919cd,Effigy Productivity Suite,Software,Productivity Suite
9d7974fc-fe15-4742-a588-c68447d6a55b,SwiftMail Pro,Software,Email Client
6b0b47a4-7dd5-4567-a419-afe7643bb4c7,StreamWave,Software,Streaming Service
9f8624cc-7f0c-46d0-8d99-f90fb0bd22bf,Velocity Pro Runner,Footwear,Running Shoes
206a7cd3-ebdc-4618-93f2-31df228addbf,PowerCare Billing Monitor,Utilities,Electricity
f29fe395-abb6-4cba-9610-91adaeb1c4e2,EcoCut Pro 5000,Gardening Tools,Lawn Mower
0850a34d-5f8a-4b6e-b190-9c4dca3a53cd,ShopEasy User Account Manager,E-commerce Platform,User Account
8710ffa7-514d-41ca-be8e-83ace27438b3,PulseSync Pro X1,Health and Fitness,Smartwatch
167a0ce3-33b0-4397-890e-e1dbfe35d97a,DataGuard Pro 2TB,Computers,External Hard Drive
0564b37d-7802-4f1a-b95a-be1f29c1a51b,VClean Turbo X10,Home Appliances,Vacuum Cleaners
8a4aa9dd-3866-4463-b327-a5974afaae12,EcoChill 5000,Home Appliances,Refrigerators
cd66ccb5-d70d-4762-8bae-cb68fd1b927b,BrewMaster Pro 3500,Home Appliances,Coffee Maker
45c6bc17-f26f-40ce-9a2e-530f2bde94ed,Rustic Oak Coffee Table,Home Furniture,Coffee Table
98d8fc06-c5e4-4044-9d81-6daa69d26bf2,BrownBox Z1 Pro,Mobile Phones,Smartphones
a5096b8b-80e3-46fa-b2b0-068f9f0875cc,Eclipse ChronoSmart Watch,Fashion Accessories,Watches
6b304830-8524-484c-8425-c2c84af14404,BrownBox HyperFlex Pro,Computing,Laptop
42ea48c5-9def-4230-ae56-4598bf34cf90,SoundWave Pro 360,Electronics,Smart Speakers
f42632ad-583f-4545-905f-96aae29f3045,ZoomX Pro 5K Camera,Electronics,Camera
26602f36-2888-404e-9f0b-3717eca65da1,WaveGen AC1200 Dual-Band Router,Electronics,Wireless Router
000e6aa1-14c4-4e7b-80b9-ff7345ac6654,ChronoTech Z3 Smart Watch,Electronics,Smart Watch
b2235d97-008b-43ea-9d94-879a31bc470f,CinemaSound HTS-3000,Electronics,Home Theater System
bf0d2491-e42e-40f8-98fa-17b7260dbd0d,SnapMaster Pro ZX400,Electronics,Digital Camera
228489db-62c6-4c51-ae07-b47019bacb31,Alpha Z10,Electronics,Mobile Phone
0ff7805a-539d-4524-92a6-301e13a7fe10,VoltMax 65W Universal Laptop Charger,Electronics,Laptop Charger
6f5892bc-228b-4640-8073-8361de2f6fdb,BrownBox Tab Pro,Electronics,Tablets
4efcc021-799d-48c1-9760-e4efc5f7f2b2,TechDock Ultimate Pro,Electronics,Laptop Accessories
f712fdbe-0edc-4c80-9b6c-a982b529892c,VisionMax Ultra 4K Smart TV,Electronics,Television
096cda57-42e2-4c13-9756-34628413b0c9,ThermaPro ST300,Electronics,Smart Thermostat
e1a7c5b3-9eb1-43a3-bf42-775bec9136a5,GamePro X200,Electronics,Gaming Console
40a18c92-4222-417f-a932-6d53ce7ae12f,HomeSync Hub 3000,Electronics,Smart Home Device
a3131e6e-4218-480b-b17a-0e56a91dfdf5,QiDock FastCharge Wireless Pad,Electronics,Smartphone Accessories
04399a6d-e5c0-44f7-97d6-41bc82a0bfa8,BrownBox SoundWave Z300,Audio Devices,Wireless Earbuds
b0a32d50-7cfc-4de2-bf30-6335550f4574,Elegance Stiletto,Fashion,Women's Shoes
bfd73235-95ba-4a3d-a171-303eefe98d81,StrideMax Pro,Fashion,Running Shoes
679773b0-1035-42db-a7f5-082db99b364a,Elegant Essence Maxi Dress,Fashion,Women's Clothing
940b2eed-a079-4158-aba0-aad5c90b68c1,LuxeStyle Elegance Tote,Fashion,Designer Handbag
78f4a16e-ca98-42e1-bce2-2d3ef39b404f,Crescent Luxe Handbag,Fashion,Handbags
6f171b10-8349-423d-b31d-fbed8c5b9d27,Arctic Luxe Thermal Parka,Fashion,Winter Coats
0e770b32-bc9b-43f4-bbf9-f671526126ec,Explorer Pro 4,Outdoor,Camping Tent
439c6ead-7cd6-46b2-99cd-7a032171fe6d,GreenHarvest Box,Groceries,Organic Vegetables
fe3b535f-a3cf-4bca-9640-66b59220ad33,EchoSound 5 Elite,Gadgets,Smart Speaker
7b57c14e-1fc4-4e68-aee1-f8e9a5817b29,BrownBox ErgoPro Max,Home and Furniture,Office Chair
cafbcf92-df54-4930-99d2-c298aa0db060,The Livingston Luxe Leather Sofa,Home and Furniture,Sofa
56c5694f-ddc5-4c5f-9337-3c954e542106,SmartX Pro 10,Mobile,Smartphone
20071821-e63a-4a50-9915-5584ee685b83,JetPrint Pro 300X,Office Supplies,Printer
98b43c95-36b6-4226-8404-8719078697f0,PulseSync V300,Wearable Technology,Smart Watch
a89f24d4-3c48-4874-a35f-2d0c6552a159,Quantum Sprint Sneakers,Men/Women/Kids,Sneakers
111068c2-c6c5-4df3-9136-7d7caef8d298,FlexiWear Customizable T-Shirts,Men/Women/Kids,Apparel
8a341724-8ea0-4d17-ad2d-c984afd57342,TrendyThreads Denim Collection,Men/Women/Kids,Jeans
fdbe2426-ac6b-404d-b863-e6de3f2cacc6,StrideFlex Running Shoes,Men/Women/Kids,Footwear
b97d782f-4d5e-4364-b265-bda964c408e3,SkyFly EasyBook System,Travel,Flight Booking
a13252f3-3838-440d-943f-72dc6d239834,SecureGuard Antivirus,Computer Software,Antivirus
8efb4ac6-890a-4f2d-9e69-7a839de69296,Modern Comfort 3-Seater Sofa,Home and Living,Sofa
d5b7e377-a099-481a-a161-fe08f60d8922,Comfy Nest Sectional Sofa Set,Home and Living,Sofa Set
eccd5f70-9018-421b-8bc0-ee3315b99f63,PowerMax Ultra 2000,Automotive,Car Battery
600d4d81-817a-4348-8945-5f1efa1c3a12,Spotless Home Deluxe,Home Services,Cleaning Service
8dfeb92d-fc46-4f01-b99e-14c05c7281e7,AcoustiWave AirBuds Pro,Accessories,Wireless Earbuds
c831b95b-12d5-47fc-a92b-2ae597a64dc8,TravelConnect,Telecommunications,Mobile Plan
14a89fee-3699-4eea-add3-b2f3a6bf686c,Rustic Oak Dining Table,Furniture,Table
4d7cff3c-50a2-4cf0-ac69-3663a7d80129,Luxura Comfort Recliner Set,Furniture,Sofa Set
06181a64-e149-4c2f-979f-e1aef835c098,Serene Comfort Sectional,Furniture,Sofas
8f69b900-9979-437f-b1ba-1c06b417fb00,ErgoLux Pro Chair,Furniture,Chair
49b74654-6c95-4915-81ce-f9749450a7bd,SuperBlend 3000,Home and Kitchen,Blenders
fe075185-597c-4f3b-8350-6da2e2ea1e76,PolarChill PC2020,Home and Kitchen,Refrigerator
2109f57c-665c-4435-b194-650fc186dcd4,PulseSync 5000,Smart Devices,Smartwatch
9dd08db3-b1bf-4d90-91c2-af0826143abe,EchoSound Model X,Smart Devices,Smart Speaker
284cf7ba-7a1a-4925-8b89-e491e321f8c9,CleanCare SonicBrush X200,Personal Care,Electric Toothbrush
f7385613-0b01-43ae-ba1e-d3113b597ceb,StreamWave,Mobile Applications,Streaming App
ceffdc14-a525-459d-9b43-f2ae07ff2a2c,FitTrack Pro,Mobile Applications,Fitness App
54ab71e7-6a4d-452b-b120-3a549f44d8a5,BrightBeam SL600,Smart Home Devices,Smart Light Bulb
68a8dda5-f9dd-4d79-ba56-8af090cb8c7d,EverRest Modular Sofa,Household,Furniture
b0491d43-29df-42da-ba99-abe3747a37f2,EcoSmart LightPlus Bulb,Smart Home,Smart Bulb
1d57235e-9b9b-4dbc-8707-b80f790d4b00,SmartLux Advanced A50,Smart Home,Smart Light Bulbs
b2d21fdd-2abb-48b3-8d9f-3f4902385035,ComfyLuxe Modular Sofa,Home Furnishings,Sofa
7078614a-afb1-4d4b-906e-a1cf9a04197b,Galaxy Ultra X,Technology,Smartphone
068e3a53-846a-4a59-bed2-986c0e969443,EcoControl Smart Thermostat,Home Improvement,Smart Thermostat
453f146a-ef7a-4ea7-b554-d2839a8dd901,PrintMaster 3000,Home Office,Printer
e7046c1c-417f-47be-8fc9-e2e580dd3919,ErgoLux Executive Desk Chair,Home Office,Desk Chair
fb94bd19-2e4d-46e1-8cb8-8bf15824c01c,SkyVault Cloud Storage,Digital Services,Cloud Storage
e6b0ea4e-3eee-407a-bd8c-05bf270ffb7e,BeatStream Plus,Digital Services,Music Streaming Service
3e34bd8b-6804-444b-bbf4-f563e0a10d53,SafeNet Online Banking Portal,Digital Services,Online Banking
002df8aa-dd68-4276-8de0-68828bba8b82,StreamMaster,Digital Services,Streaming Platform
4cfea929-7a40-4224-8262-da28ce778f92,Vertex PlayStation X,Gaming,Console
58659ccd-a30c-4478-ab02-436b51857263,Vertex GX1000,Gaming,Gaming Console
ea1311b6-8349-44b2-a043-393afd5521c1,CinemaFlex Premium Package,Streaming Services,Movies
c7398ee3-97d8-40b5-badb-c8f0f9ec1f2b,StreamEase Plus,Streaming Services,Subscription
56b10eb4-aa36-42dc-80b4-10354bff853c,StreamFlow Monthly Subscription,Streaming Services,Monthly Subscription
557fc748-2a4f-4501-b4a6-91231b92c478,UltraView,Streaming Services,Video Subscription
41dd8651-c5c5-4ec4-b48a-ca1749b94e44,ProRun 3000,Fitness Equipment,Treadmills
05f047c2-7883-42cb-afe7-272d5a71e084,FitPulse Tracker,Wearables,Fitness Tracker
592f9262-0abb-4219-ab36-396afc2f993a,DreamWeave Bed Sheet Set,Home Essentials,Bedding
6b683e67-554c-4744-8b97-126e879c53fb,ComfiCouch Deluxe,Home Essentials,Furniture
a5ec582d-d436-4a31-b0bf-404ddde1b4f3,LuminoPix,Mobile Apps,Photo Editing App
44858051-6647-4f1a-997d-f40f269b0626,FitLife Pro,Mobile Apps,Fitness Tracker App
4f42332b-9d94-4b37-9eff-9666a932afcd,SkyTrack,Mobile Apps,Weather App
ba953010-bb20-461c-9451-4fbf549d8959,SmartSub Manager,Software Services,Subscription Service
ce19e577-6924-4056-a77b-e6805e4327e2,SecureCloud,Software Services,Cloud Storage
dc2a97a6-545d-452e-b164-1fe3017c5a48,UrbanFlex Men's T-Shirt,Clothing,Men's T-Shirts
8768a31c-2504-4391-b17c-120a24431651,ComfortPlus Classic Tee,Clothing,T-shirts
b997a9fa-5396-4196-a935-37a648097b60,StrideFlex Pro,Clothing,Men's Shoes
2012470b-d790-499f-915b-b27e5591c41a,Elegance Flow Maxi Dress,Clothing,Women's Apparel
75959544-40a0-489b-a72c-73dc2f99e437,BlazeFlex Comfort Fit Shirt,Clothing,Men's Shirts
fddca773-7fdc-46b2-af07-043a51fbd51f,UrbanEdge Stretch Jeans,Clothing,Casual Wear
4193c96b-b44a-4f64-924a-3571913c8467,BreezeFlex™ Performance Shirt,Clothing,Shirts
c34e89aa-692d-4b25-853f-af5f5ab17193,UrbanEdge Men's Jacket,Clothing,Men's Apparel
1180e605-b540-433b-9dfc-3b40ccc230a4,TechPro X200,Computers & Accessories,Laptop
3e161842-63b1-493b-b3ae-d5740b66584f,SonicSurround 5000,Home Entertainment,Sound System
0d272a51-189a-4abb-9ad4-e48b9261cecb,CineStream Ultra HD,Home Entertainment,Streaming Device
fdcbc45b-065e-48b4-8b60-d0d53428f1cb,BrownBox ToastMaster 5000,Appliances,Toaster
c468bbb8-f2cd-4952-8272-e1ff7b16fd93,BreezeMax AP3000,Appliances,Air Purifier
071ff87e-e312-44a1-8e3f-fbf9c0ebb627,BrownBox XZ5500 Smart Ultra TV,Appliances,Smart TV
5fc72cf3-781c-48f7-8b7a-5edabc952d87,VitaBlend Pro X5,Appliances,Blender
ccdfe1ae-9234-491d-b714-54815327ed07,ProFit Runner Advance 3000,Fitness,Treadmills
6d1f29f6-1577-4cfd-9ea2-ab561e40f586,StrideMaster Elite 4000,Fitness,Treadmill
1a194215-bad4-442b-a71d-b56183f907a2,Lisbon 3-Seater Couch,Home & Living,Furniture
17e7be01-cbfa-42bc-aa90-440909716a54,ChefMate Non-Stick Harmony Set,Homeware,Cookware
7e56b633-f17f-4bc2-abd3-85d7e59966e1,CommercePro,Online Services,E-commerce Platform
179d8765-3a2d-4194-8133-bfe472556e80,StreamEase,Online Services,Streaming
8ea43855-daa2-41dc-9d31-cf6fabf49957,BrownBox Premium Plan,Online Services,Subscription
4aadf7a7-1e8e-42d4-a001-8f1db5373ee6,ShopEase,Online Services,E-commerce
f8881263-2052-48c0-a4ca-4de1dc6ac51e,StreamFlow,Subscription Services,Video Streaming
23fee8a2-812c-4ad3-b830-6eb068c30655,StreamFlix,Subscription Services,Streaming Services
cefbc60c-8fb0-404b-b51d-7ca888b8dfb4,WatchWave,Subscription Service,Streaming
d401587e-d824-4c1a-8b15-962ef586a45b,MelodyStream,Subscription Service,Music Streaming
b13ab88a-7fda-417a-ac0f-bcaf7b740c49,StreamWave,Subscription Service,Online Streaming
1ad63e52-9838-4532-8397-85456c203861,StreamFlow,Subscription Service,Streaming Platform
17cafca0-47da-450e-9519-9d0a94b4801f,StreamX Monthly,Streaming Service,Monthly Subscription
c3a070fe-56af-4833-b390-19d3abc8ab6d,ThermaSmart X100,Home Goods,Smart Thermostat
58392140-814e-489b-9bb8-9ffca4d46de2,Elegant Oak Dining Table,Home Goods,Dining Table
b09309c4-108e-4102-b9bf-8904e1328b99,CozyHome All-Season Cotton Comforter Set,Home Goods,Bedding
2bd79a88-17a5-4fcc-846c-e0294fc8a33d,Serenity Thermal Blockout Curtains,Home Goods,Curtains
f6f04c82-a2f0-4fd4-a525-21ed210c9394,Gourmet Pro Cookware Set,Home Goods,Cookware Set
dea19597-df4a-46c9-8e70-38c47a869c1e,LumiGlow Smart Lamp,Home Goods,Lamp
bf48f059-7dcf-4d41-8d4c-96bb5b4d69d5,GourmetCraft Non-Stick Frying Pan,Home Goods,Cookware
ac0f1fb5-0cfa-48a5-9661-fc0074d4fed6,LuminGlow Table Lamp,Home Goods,Table Lamp
5f7cd552-a3bb-4242-b6c7-8bd8e1c43708,Zenith Walnut Coffee Table,Home Goods,Coffee Table
6d5382a8-b8f7-4b8b-918f-cf242d65608f,ComfortWeave Bedding Collection,Home Goods,Bedding Set
247e4f2d-9b20-42da-8c0b-37c44f4ba119,TechXpert Z10 Pro,Consumer Electronics,Smartphone
eb0bb0d9-d756-48ff-a70b-fc6762c9c353,ClimateControl Pro 8000,Home Electronics,Smart Thermostat
92c929e6-4c7c-4c00-aab6-a4fbfe4b041e,Nimbus Trail Jacket,Apparel,Men's Jacket
968d5708-160e-47f2-9df4-c1a938724f18,NetWave XR5000,Networking,Wi-Fi Router
5519ad8a-e015-4cb8-878c-a7c791bb8b0f,BlendMaster Pro 700,Kitchen,Blender
cac18521-2a66-4aa3-90ff-b2e70b553eec,Elysian Glass Vase,Home Decor,Vase
965b0ae6-d6a0-4057-8528-d82473cde7e3,ElegantTime Serenity Wall Clock,Home Decor,Wall Clock
36be1e94-9d0c-443d-96da-6d5e0335f37c,SuperBlend Pro 1000,Kitchen Appliances,Blender
b6b2322a-7148-4b30-a8f0-de7876fe5f89,The Enigma of Echo Valley,Books,Novels
80299374-fe61-495c-a747-fac29112ca6a,BrownBox Reader Plus,Books,E-book Reader
bb0de98e-871f-41f7-a628-79ccd6f2baf3,ReadEase Pro,Books,E-Book Reader
a32ad298-b281-4b81-ba49-63d96b7f82ed,PageTurner E-Reader,Books,E-Books
4e3588ef-cbd8-401c-ab55-09ba5b880490,ReadMate E-Book Platform,Books,E-Book
92a1a44b-76a3-4416-9cea-b4682c529a76,The Eternal Quest,Books,Fiction Novel
cfbe4547-38c1-428e-a15a-8988f30aabec,PageTurner App,Books,eBooks
29776b29-8ccb-47b2-86e7-733faac1dbd4,Whispers of the Willow,Books,Novel
7124747d-dcce-4f00-ab79-0ae611cac2d2,PageTurner Ebook App,Books,Ebooks
cdada2ca-e73a-4b08-94e5-95b0c9af010f,EcoCamp Dome,Outdoor Equipment,Camping Tent
b4d5bf47-4ceb-4d49-b0a0-01cfef6f67d6,BrownBox,Services,Online Platform
21effbd3-a76e-4bd2-a521-ecd31cc6896f,StreamLine Internet,Services,Internet Service
424e5c02-0cdc-436c-baa3-ac01855c8b0c,SubGenie Premium,Services,Subscription Service
38346737-6920-4b6f-9591-8958ae110e1f,TuneFlow,Services,Music Streaming
aa046b8d-7fe1-4577-9993-544dfe8919c0,SpeedWave Unlimited,Services,Internet Plan
56df3076-4d63-48ea-8943-78fff060f331,SecureAccess Portal,Services,Online Account
9d8ca5af-fd98-466b-870d-15922694cf2c,StreamPlus,Services,Online Streaming Subscription
861660a8-be93-4686-a188-8ede24f4490b,SkyVault Cloud Storage,Services,Cloud Storage
11acf679-231a-469e-9682-a3e8461a9429,SpeedNet UltraHome,Internet Services,Home Broadband
3f047021-8040-42ab-a826-1ee198cf5841,LumiConnect BrightBulb SL987,Home Automation,Smart Light Bulbs
c383a5ce-4e7d-49f6-a825-9cf4c1215bc4,GlowSmart A21,Home Automation,Smart Light Bulb
6308949e-4a99-47a3-aa6f-7bd26eb831a8,MailSecure,Software,Email Service
498cd716-f5ad-4c55-94d1-38f78bcf16c2,AccountEase Pro,Software,Online Platform
a103c093-555b-47d9-ba9c-5788818d93e2,FitLife Pro,Software,Fitness App
10cb947c-9bbe-424e-9d27-a7c470a39fbd,ProjectFlow,Software,Project Management Tool
4dc64930-66a0-4087-849d-cbb6da3bb32a,EditMaster Pro,Software,Video Editing Software
406d5f47-c817-4f03-b1a5-9c6944c26e7e,StreamMaster Plus,Software,Online Subscription
aded115c-e4a7-4c8b-ba51-d6bbb6feeacb,SkyBox Cloud Storage,Software,Cloud Storage Service
33a84a52-5de6-490d-8c2c-c07dcfdc8ba2,CloudFusion Pro,Software,Cloud Service
54d5b355-5c1b-4584-b631-9994464117bd,AccuBooks Pro,Software,Accounting Software
edaa693b-2342-4a1d-8ff0-234010eee931,PassGuard,Software,Cloud Services
0df41aa7-d886-4483-ab64-b18bf1df1456,TaskMaster,Software,Mobile Apps
4224bd2d-3f88-46fc-a9a2-e6e29ed8dbd6,SwiftMail Pro,Software,Email Client
29c71299-eb2a-4c87-98f1-393690568cfd,StreamEase,Software,Streaming Service
0b062947-01a3-4e1c-b862-c7f75bc767ba,StreamFlex,Software,Online Streaming Service
4eab3e48-dc91-4731-be90-fbffe009a089,RoboVac 4000,Household Items,Vacuum Cleaner
f2ea55ac-cbd2-4803-9fc9-400838a34a72,PowerTrack Smart Meter,Utilities,Electricity
9bb66ac3-8188-4367-b2dd-e46d924fb0c7,ShopEasy Account Manager,E-commerce Platform,User Account
fc59157b-21c8-486c-ad3c-07db92bdeed4,TechStore THD Pro 2TB,Computers,External Hard Drive
6a117192-32c3-4502-9235-b6dbaa37ff1e,GX500 Pro,Computers,Gaming Laptop
48a2d7db-247b-4b0a-a9ea-fefcc27573e1,EchoSound Pro,Home Appliances,Smart Speaker
973ee8a1-0c15-4023-aa67-cb5c46b934a2,HomeEase UltraClean 300,Home Appliances,Dishwasher
020ef5a5-e10f-4315-932d-4ecd072dac49,CoolSmart Eco-2024,Home Appliances,Smart Fridge
b40c530c-aa1c-4556-a0d9-e373d56fbccd,ToastMaster Pro 2000,Home Appliances,Toaster
f64987e0-a582-4e89-9c06-72435a044960,ErgoMax Deluxe Chair,Home Furniture,Office Chair
9a1fbf17-1f8a-4ee2-bf94-00bc647e24d7,Glenwood Oak Coffee Table,Home Furniture,Coffee Table
bfbdd157-b413-4c8b-ab3c-81e46def27d6,BrownBox Phoenix Pro,Mobile Phones,Smartphones
24295f0c-c6e0-421b-a824-562d817d2c89,BrownBox Stellar X9,Mobiles,Smartphone
06a5d9e1-3a79-46cc-8861-6fdfe0aef38e,Radiant Glow Skincare Set,Beauty,Skincare Set
96930b5f-85ac-482a-8ae9-d102610068b7,LuminoSmart Classic Watch,Fashion Accessories,Watches
c9de4a5e-01f3-4fe1-bc5d-33aed2fd4e8a,EcoFlex YogaPro Mat,Sports Equipment,Yoga Mat
7337ee0e-2997-44e1-b982-c8b81ef8de18,ProSpin 5000,Sports Equipment,Tennis Racket
acd2d1c9-cca0-4014-8f25-2ee01edf08ed,BrownBox BBUltra2023,Computing,Laptop
4bb40062-32ec-49e9-a468-96838c53c233,VistaCapture Pro 4K,Electronics,Camera
fde78b54-267d-4222-9b84-f21807d0ae94,BrownBox Quantum Z5,Electronics,Mobile Phones
b2ef8862-049a-49e8-8df5-cc2169da2811,CineSound HTS-4000,Electronics,Home Theater System
c30af9f0-30f4-4bd9-bfd5-4645468440d7,SoundBlitz Pro,Electronics,Bluetooth Speakers
bfaa8ff2-af2c-4ceb-a473-c325c5c295cd,SpeedyWave H500,Electronics,Wi-Fi Router
8d69a33f-1d52-449f-ad1d-e07a8637b454,TechLink DockMaster Pro,Electronics,Laptop Accessories
a097cfc3-3ee7-4f58-976f-0b0f34678aaf,EcoTherm Smart Thermostat ST2000,Electronics,Smart Thermostat
35ecd778-0524-4ca8-a44f-54ae2500f053,VisionTech UltraSmart TV,Electronics,Smart TVs
70abea19-95d4-4fcb-8496-6f3e765878a3,GameMax Omega G2,Electronics,Gaming Console
29cd860c-3909-4239-b36e-1107ee5da583,HarmonySound Ultra,Electronics,Wireless Speakers
de979c6c-b2ff-42e4-a7a7-68b957509b2d,HomeConnect Pro,Electronics,Smart Home Device
13aafd74-cafc-4258-8ac7-01c5840acbd7,ChargeMate Qi Wireless Charger,Electronics,Smartphone Accessories
3550ce60-11c3-4ae9-9b25-1c2fe654b73c,ElegantStep ComfortPlus Heels,Fashion,Women's Shoes
61dd2bf3-4593-4bc3-a18c-3c0d28ccc1e8,EverStyle Men's Jacket,Fashion,Men's Clothing
0feb0cc8-261b-4dbb-b005-d2f8ee807863,SprintPro2023,Fashion,Running Shoes
56348660-8e5d-479b-8d97-916b950115b3,ArcticShield Deluxe Winter Coat,Fashion,Winter Coat
